Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Discount Category,Profit Margin,Year-Month
2020-12-02,Alexandra Morrison,Australia,Sydney,APJ,ANZ,Humana,1049,Healthcare,SMB,OneView,2.394,1,0.8,-6.3441,High,-2.65,2020-12
2020-04-07,Madeleine Smith,Finland,Espoo,EMEA,NOR,BMW,1039,Manufacturing,Enterprise,Support,58.32,9,0.0,27.9936,Low,0.48,2020-04
2020-04-07,Madeleine Smith,Finland,Espoo,EMEA,NOR,BMW,1039,Manufacturing,Enterprise,Site Analytics,200.97,3,0.0,50.2425,Low,0.25,2020-04
2021-09-08,Evan Terry,Portugal,Porto,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,SaaS Connector Pack,21.36,8,0.0,8.1168,Low,0.38,2021-09
2023-09-10,Phil Short,Japan,Ibaraki,APJ,JAPN,Bosch,1076,Tech,Strategic,FinanceHub,9.856,4,0.2,3.4496,Low,0.35000000000000003,2023-09
2021-09-06,Samantha Piper,Germany,Munich,EMEA,EU-WEST,Fannie Mae,1035,Finance,Enterprise,ContactMatcher,3.444,1,0.7,-2.5256,High,-0.7333333333333333,2021-09
2023-11-03,Peter Hart,Mexico,Mexico City,AMER,LATAM,Valero Energy,1093,Energy,Strategic,Support,384.592,2,0.2,-81.7258,Low,-0.21250000000000002,2023-11
2021-03-28,Grace Butler,United Kingdom,London,EMEA,UKIR,Mondelez International,1067,Consumer Products,SMB,SaaS Connector Pack - Gold,22.92,3,0.0,11.2308,Low,0.49,2021-03
2021-08-13,Kimberly Oliver,India,Chennai,APJ,IND,Microsoft,1066,Tech,SMB,ContactMatcher,11.36,4,0.0,5.5664,Low,0.49,2021-08
2021-05-12,Samantha Murray,Canada,Toronto,AMER,NAMER,Morgan Stanley,1068,Finance,SMB,ContactMatcher,14.592,3,0.2,4.9248,Low,0.3375,2021-05
2023-07-24,Gavin Nash,United Kingdom,Newcastle,EMEA,UKIR,Oracle,1072,Tech,Strategic,FinanceHub,41.4,4,0.0,19.872,Low,0.48000000000000004,2023-07
2022-09-25,Julian Nash,Australia,Melbourne,APJ,ANZ,Amazon,1004,Tech,Strategic,ContactMatcher,442.372,7,0.8,-729.9138,High,-1.6500000000000001,2022-09
2023-05-06,Rose Hill,Finland,Helsinki,EMEA,NOR,Bank of America Corp.,1011,Finance,Strategic,ContactMatcher,34.5,3,0.0,15.525,Low,0.45,2023-05
2022-10-07,Bella Mackenzie,Singapore,Singapore,APJ,APAC,Allianz,1080,Finance,SMB,ContactMatcher,28.85,5,0.0,14.425,Low,0.5,2022-10
2020-11-03,Grace Hodges,South Africa,Johannesburg,EMEA,MEA,Home Depot,1047,Retail,SMB,Support,3.488,2,0.2,1.1772,Low,0.3375,2020-11
2020-11-03,Grace Hodges,South Africa,Johannesburg,EMEA,MEA,Home Depot,1047,Retail,SMB,Support,143.856,9,0.2,48.5514,Low,0.3375,2020-11
2021-10-01,Brian Short,South Korea,Seoul,APJ,APAC,Merck,1064,Healthcare,Enterprise,Site Analytics,311.98,2,0.0,93.594,Low,0.3,2021-10
2021-10-01,Brian Short,South Korea,Seoul,APJ,APAC,Merck,1064,Healthcare,Enterprise,ContactMatcher,22.45,5,0.0,10.327,Low,0.46,2021-10
2023-12-03,Chloe Underwood,United States,San Diego,AMER,NAMER,American Express,1005,Finance,Strategic,Site Analytics,39.992,1,0.2,-7.9984,Low,-0.2,2023-12
2023-12-03,Chloe Underwood,United States,San Diego,AMER,NAMER,American Express,1005,Finance,Strategic,FinanceHub,1159.056,9,0.2,43.4646,Low,0.0375,2023-12
2023-12-03,Chloe Underwood,United States,San Diego,AMER,NAMER,American Express,1005,Finance,Strategic,ChatBot Plugin,179.9,5,0.0,44.975,Low,0.25,2023-12
2023-12-12,Grace Duncan,Australia,Adelaide,APJ,ANZ,Allianz,1080,Finance,Strategic,Data Smasher,116.312,7,0.2,23.2624,Low,0.2,2023-12
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,SaaS Connector Pack,12.42,3,0.0,4.4712,Low,0.36,2022-07
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,Data Smasher,428.4,3,0.0,89.964,Low,0.21000000000000002,2022-07
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,SaaS Connector Pack,24.75,5,0.0,10.89,Low,0.44,2022-07
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,FinanceHub,87.71,7,0.0,41.2237,Low,0.47000000000000003,2022-07
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,Marketing Suite - Gold,69.52,2,0.0,17.38,Low,0.25,2022-07
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,Site Analytics,20.784,2,0.2,-4.6764,Low,-0.225,2022-07
2022-07-18,Paul Harris,Canada,Toronto,AMER,NAMER,PepsiCo,1073,Consumer Products,SMB,ContactMatcher,12.816,3,0.2,4.1652,Low,0.32499999999999996,2022-07
2023-05-13,Bella Mackenzie,Mexico,Guadalajara,AMER,LATAM,Allianz,1080,Finance,SMB,FinanceHub,5.904,2,0.2,1.9926,Low,0.33749999999999997,2023-05
2021-11-20,Molly Turner,Mexico,Mexico City,AMER,LATAM,Kroger,1057,Retail,SMB,SaaS Connector Pack,63.824,2,0.2,9.5736,Low,0.15000000000000002,2021-11
2021-11-20,Molly Turner,Mexico,Mexico City,AMER,LATAM,Kroger,1057,Retail,SMB,Marketing Suite - Gold,141.552,3,0.2,-26.541,Low,-0.1875,2021-11
2022-09-25,Maria James,United States,New York City,AMER,NAMER,Allianz,1080,Finance,Strategic,SaaS Connector Pack - Gold,304.9,5,0.0,143.303,Low,0.47000000000000003,2022-09
2022-09-25,Maria James,United States,New York City,AMER,NAMER,Allianz,1080,Finance,Strategic,FinanceHub,563.24,5,0.2,56.324,Low,0.09999999999999999,2022-09
2022-10-22,Evan Terry,Mexico,Guadalajara,AMER,LATAM,Tyson Foods,1088,Consumer Products,Strategic,ContactMatcher,661.176,2,0.4,-231.4116,Low,-0.35,2022-10
2022-10-25,Edward Mathis,South Africa,Johannesburg,EMEA,MEA,Airbus,1030,Manufacturing,Enterprise,Site Analytics,239.976,3,0.2,17.9982,Low,0.075,2022-10
2020-07-08,Hannah Sanderson,United States,Los Angeles,AMER,NAMER,Verizon Communications,1094,Communications,Strategic,ContactMatcher,502.488,3,0.2,-87.9354,Low,-0.17500000000000002,2020-07
2020-07-08,Hannah Sanderson,United States,Los Angeles,AMER,NAMER,Verizon Communications,1094,Communications,Strategic,ContactMatcher,196.704,6,0.2,68.8464,Low,0.35,2020-07
2021-03-13,David Murray,United States,Springfield,AMER,NAMER,Samsung Electronics,1015,Tech,Enterprise,FinanceHub,915.136,4,0.2,102.9528,Low,0.1125,2021-03
2021-03-13,David Murray,United States,Springfield,AMER,NAMER,Samsung Electronics,1015,Tech,Enterprise,SaaS Connector Pack,327.76,8,0.0,91.7728,Low,0.28,2021-03
2023-12-03,Alan Hudson,Spain,Madrid,EMEA,EU-WEST,Honda Motor,1045,Manufacturing,SMB,FinanceHub,701.96,2,0.0,168.4704,Low,0.24,2023-12
2021-04-22,Evan Jackson,United States,New York City,AMER,NAMER,Allianz,1080,Finance,SMB,Site Analytics,88.776,3,0.2,7.7679,Low,0.08750000000000001,2021-04
2021-04-22,Evan Jackson,United States,New York City,AMER,NAMER,Allianz,1080,Finance,SMB,ChatBot Plugin,64.14,3,0.0,16.6764,Low,0.26,2021-04
2020-09-16,Gordon Bower,United Kingdom,London,EMEA,UKIR,Verizon Communications,1094,Communications,Strategic,ContactMatcher,33.552,1,0.2,12.582,Low,0.375,2020-09
2020-12-28,Andrew Miller,South Korea,Daegu,APJ,APAC,Airbus,1030,Manufacturing,Strategic,OneView,1737.18,6,0.0,503.7822,Low,0.29,2020-12
2020-12-28,Andrew Miller,South Korea,Daegu,APJ,APAC,Airbus,1030,Manufacturing,Strategic,Marketing Suite - Gold,704.25,5,0.0,84.51,Low,0.12000000000000001,2020-12
2020-12-28,Andrew Miller,South Korea,Daegu,APJ,APAC,Airbus,1030,Manufacturing,Strategic,Support,141.76,4,0.0,66.6272,Low,0.47000000000000003,2020-12
2020-10-21,Vanessa White,United States,Seattle,AMER,NAMER,Pfizer,1074,Healthcare,Strategic,ContactMatcher,36.36,3,0.2,12.2715,Low,0.3375,2020-10
2023-12-01,Andrea Hill,United States,Los Angeles,AMER,NAMER,Cisco Systems,1019,Tech,Enterprise,SaaS Connector Pack,25.83,3,0.0,9.5571,Low,0.37000000000000005,2023-12
2020-06-06,Kevin Burgess,Australia,Sydney,APJ,ANZ,Petrobras,1018,Energy,SMB,ContactMatcher,24.588,3,0.8,-38.1114,High,-1.55,2020-06
2020-06-06,Kevin Burgess,Australia,Sydney,APJ,ANZ,Petrobras,1018,Energy,SMB,SaaS Connector Pack - Gold,13.984,2,0.2,4.7196,Low,0.33749999999999997,2020-06
2023-11-24,Joanne Robertson,Japan,Aichi,APJ,JAPN,Ford Motor,1009,Manufacturing,SMB,Site Analytics,195.96,5,0.2,19.596,Low,0.09999999999999999,2023-11
2023-06-19,Sean Bower,Japan,Hiroshima,APJ,JAPN,HonHai Precision Industry,1033,Tech,Enterprise,Support,74.352,3,0.2,23.235,Low,0.3125,2023-06
2023-05-06,Emma Greene,United Kingdom,London,EMEA,UKIR,FedEx,1036,Transportation,SMB,Support,6.68,1,0.0,3.2064,Low,0.48,2023-05
2022-11-05,Dylan Anderson,Belgium,Antwerp,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,Support,17.584,7,0.2,-4.1762,Low,-0.2375,2022-11
2022-11-05,Dylan Anderson,Belgium,Antwerp,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,FinanceHub,104.784,1,0.2,-14.4078,Low,-0.13749999999999998,2022-11
2022-11-05,Dylan Anderson,Belgium,Antwerp,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,Support,47.952,3,0.2,16.7832,Low,0.35000000000000003,2022-11
2022-11-05,Dylan Anderson,Belgium,Antwerp,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,FinanceHub,650.352,3,0.2,-97.5528,Low,-0.15000000000000002,2022-11
2022-11-05,Dylan Anderson,Belgium,Antwerp,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,FinanceHub,629.184,8,0.2,228.0792,Low,0.3625,2022-11
2022-11-05,Dylan Anderson,Belgium,Antwerp,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Strategic,Support,15.176,1,0.2,5.3116,Low,0.35000000000000003,2022-11
2020-09-11,Lily Hart,United States,Denver,AMER,NAMER,Home Depot,1047,Retail,SMB,SaaS Connector Pack,127.95,3,0.0,21.7515,Low,0.16999999999999998,2020-09
2023-02-17,Ella Simpson,Saudi Arabia,Jeddah,EMEA,MEA,HonHai Precision Industry,1033,Tech,Strategic,Marketing Suite - Gold,579.51,3,0.0,81.1314,Low,0.14,2023-02
2023-02-17,Ella Simpson,Saudi Arabia,Jeddah,EMEA,MEA,HonHai Precision Industry,1033,Tech,Strategic,Site Analytics,14.99,1,0.0,7.3451,Low,0.49000000000000005,2023-02
2020-11-24,Ella Simpson,Brazil,Rio de Janeiro,AMER,LATAM,HonHai Precision Industry,1033,Tech,Strategic,ChatBot Plugin,151.92,4,0.0,45.576,Low,0.30000000000000004,2020-11
2020-11-24,Ella Simpson,Brazil,Rio de Janeiro,AMER,LATAM,HonHai Precision Industry,1033,Tech,Strategic,FinanceHub,196.62,2,0.0,96.3438,Low,0.49,2020-11
2020-11-24,Ella Simpson,Brazil,Rio de Janeiro,AMER,LATAM,HonHai Precision Industry,1033,Tech,Strategic,Support,144.12,3,0.0,69.1776,Low,0.48,2020-11
2020-11-24,Ella Simpson,Brazil,Rio de Janeiro,AMER,LATAM,HonHai Precision Industry,1033,Tech,Strategic,Support,15.96,2,0.0,7.98,Low,0.5,2020-11
2023-11-26,Peter Knox,United States,Columbia,AMER,NAMER,Sprint Nextel,1081,Communications,Strategic,Site Analytics,39.96,5,0.2,3.4965,Low,0.08750000000000001,2023-11
2023-11-26,Peter Knox,United States,Columbia,AMER,NAMER,Sprint Nextel,1081,Communications,Strategic,Support,34.08,6,0.0,15.336,Low,0.45,2023-11
2023-09-29,Blake Campbell,Germany,Berlin,EMEA,EU-WEST,AT&T,1010,Communications,Strategic,Support,10.368,2,0.2,3.6288,Low,0.35,2023-09
2020-10-13,Dan Tucker,United Kingdom,Edinburgh,EMEA,UKIR,Cigna,1038,Healthcare,Strategic,ContactMatcher,7.752,3,0.2,2.8101,Low,0.3625,2020-10
2020-06-03,Gordon Greene,Brazil,Brasília,AMER,LATAM,Lowes,1060,Retail,Enterprise,SaaS Connector Pack - Gold,15.28,2,0.0,7.4872,Low,0.49,2020-06
2020-06-17,Keith Randall,Philippines,Quezon City,APJ,APAC,Johnson & Johnson,1055,Healthcare,SMB,Big Ol Database,65.97,3,0.0,31.0059,Low,0.47000000000000003,2020-06
2021-10-29,Jessica Langdon,United States,Los Angeles,AMER,NAMER,Allianz,1080,Finance,Strategic,Support,33.4,5,0.0,16.032,Low,0.48000000000000004,2021-10
2021-10-29,Jessica Langdon,United States,Los Angeles,AMER,NAMER,Allianz,1080,Finance,Strategic,SaaS Connector Pack - Gold,210.84,4,0.0,103.3116,Low,0.49,2021-10
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,Marketing Suite - Gold,13.98,1,0.0,4.0542,Low,0.29,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,SaaS Connector Pack,272.94,3,0.0,30.0234,Low,0.11,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,ContactMatcher,19.05,5,0.0,8.9535,Low,0.47,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,OneView,247.716,4,0.1,93.5816,Low,0.37777777777777777,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,Marketing Suite - Gold,66.58,2,0.0,15.9792,Low,0.24000000000000002,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,ChatBot Plugin,43.92,3,0.0,12.7368,Low,0.29,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,SaaS Connector Pack,14.73,3,0.0,4.8609,Low,0.33,2020-01
2020-01-21,Warren Hemmings,Brazil,Salvador,AMER,LATAM,Prudential Financial,1078,Finance,SMB,ContactMatcher,29.7,5,0.0,13.365,Low,0.45,2020-01
2020-07-11,Theresa Cameron,United Kingdom,London,EMEA,UKIR,Siemens,1043,Manufacturing,SMB,Support,49.12,4,0.0,23.0864,Low,0.47000000000000003,2020-07
2020-07-11,Theresa Cameron,United Kingdom,London,EMEA,UKIR,Siemens,1043,Manufacturing,SMB,ContactMatcher,18.28,5,0.2,6.398,Low,0.35,2020-07
2022-08-31,Dorothy Pullman,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,SMB,SaaS Connector Pack,47.04,4,0.0,15.9936,Low,0.34,2022-08
2022-08-31,Dorothy Pullman,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,SMB,Site Analytics,339.96,5,0.2,42.495,Low,0.125,2022-08
2023-10-06,Olivia Graham,United Kingdom,London,EMEA,UKIR,Phillips 66,1056,Energy,Strategic,Site Analytics,87.8,4,0.0,43.9,Low,0.5,2023-10
2023-10-06,Olivia Graham,United Kingdom,London,EMEA,UKIR,Phillips 66,1056,Energy,Strategic,FinanceHub,221.382,2,0.1,2.4598,Low,0.011111111111111112,2023-10
2023-10-06,Olivia Graham,United Kingdom,London,EMEA,UKIR,Phillips 66,1056,Energy,Strategic,Big Ol Database,5199.96,4,0.0,1351.9896,Low,0.26,2023-10
2023-01-01,Keith Randall,Mexico,Guadalajara,AMER,LATAM,Johnson & Johnson,1055,Healthcare,SMB,Marketing Suite - Gold,156.512,4,0.2,-35.2152,Low,-0.225,2023-01
2021-03-07,Alan Berry,Philippines,Quezon City,APJ,APAC,Home Depot,1047,Retail,Enterprise,Data Smasher,119.85,3,0.0,52.734,Low,0.44000000000000006,2021-03
2021-03-07,Alan Berry,Philippines,Quezon City,APJ,APAC,Home Depot,1047,Retail,Enterprise,ContactMatcher,30.44,2,0.0,14.9156,Low,0.49,2021-03
2021-03-07,Alan Berry,Philippines,Quezon City,APJ,APAC,Home Depot,1047,Retail,Enterprise,ContactMatcher,69.28,2,0.0,33.2544,Low,0.4799999999999999,2021-03
2021-03-07,Alan Berry,Philippines,Quezon City,APJ,APAC,Home Depot,1047,Retail,Enterprise,Site Analytics,587.97,3,0.0,170.5113,Low,0.29,2021-03
2023-10-21,Gavin Walsh,United Kingdom,London,EMEA,UKIR,Philip Morris International,1075,Consumer Products,Enterprise,FinanceHub,24.55,5,0.0,12.0295,Low,0.49,2023-10
2021-05-01,Peter McLean,United States,Los Angeles,AMER,NAMER,Pfizer,1074,Healthcare,SMB,ContactMatcher,12.176,1,0.2,4.4138,Low,0.3625,2021-05
2021-05-01,Peter McLean,United States,Los Angeles,AMER,NAMER,Pfizer,1074,Healthcare,SMB,Marketing Suite - Gold,37.32,3,0.0,10.4496,Low,0.28,2021-05
2021-05-01,Peter McLean,United States,Los Angeles,AMER,NAMER,Pfizer,1074,Healthcare,SMB,Support,35.06,2,0.0,10.518,Low,0.3,2021-05
2023-09-04,Sue Anderson,Japan,Aichi,APJ,JAPN,BMW,1039,Manufacturing,SMB,SaaS Connector Pack,108.4,5,0.6,-105.69,High,-0.975,2023-09
2023-11-04,Stephen Robertson,Germany,Hamburg,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,Site Analytics,361.376,2,0.2,27.1032,Low,0.07500000000000001,2023-11
2021-09-13,Michael Nolan,France,Paris,EMEA,EU-WEST,Apple,1008,Tech,SMB,ContactMatcher,2.412,1,0.7,-2.01,High,-0.8333333333333333,2021-09
2021-09-06,Leah Clarkson,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,Strategic,OneView,8.39,1,0.0,2.0975,Low,0.25,2021-09
2021-09-06,Leah Clarkson,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,Strategic,Site Analytics,337.98,2,0.0,101.394,Low,0.3,2021-09
2020-10-06,Joanne Hemmings,France,Paris,EMEA,EU-WEST,Walmart,1096,Retail,SMB,Marketing Suite - Gold,83.92,5,0.2,-13.637,Low,-0.1625,2020-10
2023-01-24,Anthony Mackay,Canada,Toronto,AMER,NAMER,Bosch,1076,Tech,Strategic,ContactMatcher,19.68,5,0.2,6.888,Low,0.35,2023-01
2023-01-24,Anthony Mackay,Canada,Toronto,AMER,NAMER,Bosch,1076,Tech,Strategic,Support,25.92,4,0.0,12.4416,Low,0.4799999999999999,2023-01
2023-01-24,Anthony Mackay,Canada,Toronto,AMER,NAMER,Bosch,1076,Tech,Strategic,Support,6.48,1,0.0,3.1104,Low,0.4799999999999999,2023-01
2023-01-24,Anthony Mackay,Canada,Toronto,AMER,NAMER,Bosch,1076,Tech,Strategic,Site Analytics,86.352,6,0.2,8.6352,Low,0.09999999999999999,2023-01
2021-12-10,Sean Randall,United States,New York City,AMER,NAMER,Toyota Motor,1087,Manufacturing,Enterprise,ChatBot Plugin,56.3,2,0.0,15.764,Low,0.28,2021-12
2020-11-25,Jane Stewart,Belgium,Antwerp,EMEA,EU-WEST,Honda Motor,1045,Manufacturing,SMB,ChatBot Plugin,51.016,7,0.2,8.2901,Low,0.1625,2020-11
2023-11-22,Evan Ince,Canada,Calgary,AMER,NAMER,Banco Santander,1101,Finance,SMB,ContactMatcher,150.8,5,0.2,56.55,Low,0.37499999999999994,2023-11
2023-11-22,Evan Ince,Canada,Calgary,AMER,NAMER,Banco Santander,1101,Finance,SMB,Big Ol Database,1039.992,1,0.2,103.9992,Low,0.1,2023-11
2023-11-22,Evan Ince,Canada,Calgary,AMER,NAMER,Banco Santander,1101,Finance,SMB,Support,51.84,8,0.0,24.8832,Low,0.4799999999999999,2023-11
2023-04-05,Sam Carr,United Kingdom,London,EMEA,UKIR,Walmart,1096,Retail,Enterprise,Site Analytics,41.22,1,0.0,11.1294,Low,0.27,2023-04
2023-04-05,Sam Carr,United Kingdom,London,EMEA,UKIR,Walmart,1096,Retail,Enterprise,Support,240.37,1,0.0,7.2111,Low,0.03,2023-04
2023-04-05,Sam Carr,United Kingdom,London,EMEA,UKIR,Walmart,1096,Retail,Enterprise,Site Analytics,119.02,2,0.0,33.3256,Low,0.28,2023-04
2023-05-20,Jack Hodges,United States,Chicago,AMER,NAMER,Chevron,1017,Energy,SMB,ContactMatcher,133.12,5,0.2,49.92,Low,0.375,2023-05
2022-10-04,Dylan Anderson,Japan,Saitama,APJ,JAPN,PepsiCo,1073,Consumer Products,Strategic,SaaS Connector Pack,38.08,5,0.6,-29.512,High,-0.775,2022-10
2022-11-22,Warren McGrath,United Kingdom,London,EMEA,UKIR,Huawei,1086,Tech,Enterprise,Marketing Suite,113.568,2,0.2,12.7764,Low,0.1125,2022-11
2023-10-04,Michael Morgan,United Kingdom,London,EMEA,UKIR,Merck,1064,Healthcare,Enterprise,SaaS Connector Pack,83.92,4,0.0,21.8192,Low,0.25999999999999995,2023-10
2023-10-04,Michael Morgan,United Kingdom,London,EMEA,UKIR,Merck,1064,Healthcare,Enterprise,ChatBot Plugin,6.63,3,0.0,3.1161,Low,0.47,2023-10
2023-10-04,Michael Morgan,United Kingdom,London,EMEA,UKIR,Merck,1064,Healthcare,Enterprise,Data Smasher,371.97,3,0.0,66.9546,Low,0.18,2023-10
2020-04-29,Richard Davidson,South Africa,Cape Town,EMEA,MEA,Intel,1051,Tech,Strategic,FinanceHub,561.584,2,0.2,70.198,Low,0.125,2020-04
2020-04-29,Richard Davidson,South Africa,Cape Town,EMEA,MEA,Intel,1051,Tech,Strategic,Marketing Suite - Gold,99.92,5,0.2,-1.249,Low,-0.0125,2020-04
2022-10-08,Donna Bailey,France,Paris,EMEA,EU-WEST,Exxon Mobil,1034,Energy,Enterprise,FinanceHub,4.928,2,0.2,1.7248,Low,0.35000000000000003,2022-10
2022-12-16,Irene Johnston,United States,New York City,AMER,NAMER,Walt Disney,1097,Communications,SMB,SaaS Connector Pack,14.76,2,0.0,4.2804,Low,0.29000000000000004,2022-12
2023-04-11,Diane Hart,Saudi Arabia,Riyadh,EMEA,MEA,Kroger,1057,Retail,Enterprise,Data Smasher,99.99,1,0.0,41.9958,Low,0.42000000000000004,2023-04
2023-04-11,Diane Hart,Saudi Arabia,Riyadh,EMEA,MEA,Kroger,1057,Retail,Enterprise,Marketing Suite - Gold,286.15,5,0.0,71.5375,Low,0.25,2023-04
2020-04-08,Ella Hart,Chile,Santiago,AMER,LATAM,BNP Paribas,1065,Finance,Enterprise,Storage,49.792,8,0.2,-11.8256,Low,-0.2375,2020-04
2022-03-30,Owen Ferguson,Mexico,Toluca,AMER,LATAM,Nissan Motor,1098,Transportation,SMB,Marketing Suite,299.975,5,0.5,-167.986,Low,-0.5599999999999999,2022-03
2022-03-30,Owen Ferguson,Mexico,Toluca,AMER,LATAM,Nissan Motor,1098,Transportation,SMB,Site Analytics,158.376,4,0.4,-36.9544,Low,-0.23333333333333334,2022-03
2023-01-16,Warren Abraham,Japan,Chiba,APJ,JAPN,Aetna,1002,Healthcare,SMB,ContactMatcher,32.784,4,0.8,-52.4544,High,-1.6,2023-01
2023-01-16,Warren Abraham,Japan,Chiba,APJ,JAPN,Aetna,1002,Healthcare,SMB,Data Smasher,47.984,2,0.2,14.3952,Low,0.3,2023-01
2023-01-16,Warren Abraham,Japan,Chiba,APJ,JAPN,Aetna,1002,Healthcare,SMB,Data Smasher,62.592,8,0.2,13.3008,Low,0.21250000000000002,2023-01
2023-01-16,Warren Abraham,Japan,Chiba,APJ,JAPN,Aetna,1002,Healthcare,SMB,ContactMatcher,4.276,1,0.8,-6.6278,High,-1.55,2023-01
2020-01-31,Molly Vance,Brazil,São Paulo,AMER,LATAM,Boeing,1014,Manufacturing,SMB,Support,10.56,2,0.0,4.752,Low,0.44999999999999996,2020-01
2020-01-31,Molly Vance,Brazil,São Paulo,AMER,LATAM,Boeing,1014,Manufacturing,SMB,Marketing Suite - Gold,229.94,2,0.0,6.8982,Low,0.030000000000000002,2020-01
2021-02-07,Elizabeth Young,Spain,Barcelona,EMEA,EU-WEST,Procter & Gamble,1077,Consumer Products,Strategic,SaaS Connector Pack - Gold,311.15,5,0.0,146.2405,Low,0.47000000000000003,2021-02
2021-02-07,Elizabeth Young,Spain,Barcelona,EMEA,EU-WEST,Procter & Gamble,1077,Consumer Products,Strategic,Support,12.96,2,0.0,6.3504,Low,0.48999999999999994,2021-02
2022-12-15,Claire Welch,United Kingdom,London,EMEA,UKIR,Toyota Motor,1087,Manufacturing,SMB,Support,14.62,2,0.0,6.7252,Low,0.46,2022-12
2022-12-15,Claire Welch,United Kingdom,London,EMEA,UKIR,Toyota Motor,1087,Manufacturing,SMB,FinanceHub,5.76,2,0.0,2.8224,Low,0.49000000000000005,2022-12
2022-12-15,Claire Welch,United Kingdom,London,EMEA,UKIR,Toyota Motor,1087,Manufacturing,SMB,Storage,21.48,6,0.0,10.5252,Low,0.49,2022-12
2022-12-15,Claire Welch,United Kingdom,London,EMEA,UKIR,Toyota Motor,1087,Manufacturing,SMB,SaaS Connector Pack,396.92,4,0.0,198.46,Low,0.5,2022-12
2022-12-15,Claire Welch,United Kingdom,London,EMEA,UKIR,Toyota Motor,1087,Manufacturing,SMB,Marketing Suite - Gold,17.15,1,0.0,4.6305,Low,0.27,2022-12
2022-12-15,Claire Welch,United Kingdom,London,EMEA,UKIR,Toyota Motor,1087,Manufacturing,SMB,ContactMatcher,23.12,2,0.2,7.803,Low,0.33749999999999997,2022-12
2023-11-01,Alexander Pullman,Japan,Aichi,APJ,JAPN,Ford Motor,1009,Manufacturing,Enterprise,ChatBot Plugin,5.248,2,0.2,0.5904,Low,0.1125,2023-11
2023-08-07,William Lewis,Greece,Thessaloniki,EMEA,EU-EAST,Fannie Mae,1035,Finance,Enterprise,Site Analytics,824.95,5,0.0,247.485,Low,0.3,2023-08
2023-08-07,William Lewis,Greece,Thessaloniki,EMEA,EU-EAST,Fannie Mae,1035,Finance,Enterprise,FinanceHub,24.64,8,0.0,11.8272,Low,0.48,2023-08
2023-08-07,William Lewis,Greece,Thessaloniki,EMEA,EU-EAST,Fannie Mae,1035,Finance,Enterprise,ChatBot Plugin,227.88,6,0.0,68.364,Low,0.30000000000000004,2023-08
2023-05-31,Leonard Nash,Czech Republic,Prague,EMEA,EU-EAST,Berkshire Hathaway,1012,Finance,SMB,Marketing Suite,241.96,2,0.0,33.8744,Low,0.14,2023-05
2023-05-31,Leonard Nash,Czech Republic,Prague,EMEA,EU-EAST,Berkshire Hathaway,1012,Finance,SMB,ContactMatcher,3.89,1,0.0,1.8672,Low,0.48,2023-05
2023-05-31,Leonard Nash,Czech Republic,Prague,EMEA,EU-EAST,Berkshire Hathaway,1012,Finance,SMB,SaaS Connector Pack,8.01,3,0.0,3.0438,Low,0.38,2023-05
